MINN.HUB
Day Ahead, Real Time, NN Output, Profit/Loss

Day1
Day6
25.95, 20.32, -2.0296e-11, 5.63
25.62, 20.83, -7.37507e-12, 4.79
25.18, 20.79, 2.93881e-11, 4.39
24.78, 19.05, -9.20211e-12, 5.73
25.03, 23.51, -1.70591e-11, 1.52
24.92, 28.35, 9.04626e-12, -3.43
26.9, 27.9, 8.2396e-12, -1
29.87, 31.77, 2.09771e-12, -1.9
32.82, 34.25, -1.61058e-11, -1.43
37.73, 27.9, -2.44701e-11, 9.83
36.07, 26.68, 5.57878e-12, 9.39
34.16, 28.05, -2.50596e-11, 6.11
31.18, 25.66, 1.8498e-11, 5.52
29.69, 26.57, -2.23815e-12, 3.12
28.37, 29.5, 6.70504e-12, -1.13
27.54, 26.71, -1.13429e-11, 0.83
28.92, 29.27, 1.68842e-11, -0.35
29.97, 25.67, -1.70185e-11, 4.3
30.5, 26.75, -8.91885e-12, 3.75
37.32, 26.38, -7.94368e-12, 10.94
47.15, 26.04, -1.80488e-12, 21.11
37.08, 26.32, -1.3302e-11, 10.76
27.97, 24.68, 7.50716e-12, 3.29
25.92, 25.21, -3.84415e-12, 0.71

Day7
26.83, 19.16, -4.05187e-14, 7.67
25.08, 19.78, -1.72735e-14, 5.3
25.84, 19.11, 5.88246e-14, 6.73
27.17, 20.69, -2.08352e-14, 6.48
31.12, 28.74, -3.85767e-14, 2.38
39.87, 26.49, 2.11577e-14, 13.38
44.64, 38.47, 1.42931e-14, 6.17
44.75, 26.61, 5.35218e-15, 18.14
43.03, 26.07, -3.3585e-14, 16.96
45.91, 26.6, -4.80433e-14, 19.31
43.75, 25.9, 1.2462e-14, 17.85
44.01, 26.62, -5.23655e-14, 17.39
41.84, 25.3, 3.54151e-14, 16.54
41.28, 26.64, -8.712e-15, 14.64
40.99, 25.71, 7.9259e-15, 15.28
41.23, 29.88, -2.35274e-14, 11.35
39.17, 27.37, 3.99219e-14, 11.8
39.93, 29.44, -3.24871e-14, 10.49
38.35, 30.17, -2.287e-14, 8.18
40.9, 40.01, -1.68384e-14, 0.89
41.57, 29.05, 4.23018e-15, 12.52
34.26, 31.81, -2.78333e-14, 2.45
33.05, 24.07, 1.23618e-14, 8.98
32.17, 22.77, -1.04892e-15, 9.4

Day8
29.28, 17.85, -1.91861e-14, 11.43
27.54, 19.44, -9.15516e-15, 8.1
27.71, 19.62, 2.79142e-14, 8.09
28.51, 18.91, -1.08028e-14, 9.6
32.48, 21.53, -1.99941e-14, 10.95
34.11, 28.26, 1.11908e-14, 5.85
38.79, 26.71, 5.96291e-15, 12.08
41.6, 31.49, 2.97596e-15, 10.11
40.64, 28.67, -1.64551e-14, 11.97
41.06, 29.85, -2.2447e-14, 11.21
41.61, 33.59, 6.41931e-15, 8.02
41.29, 34.48, -2.56952e-14, 6.81
41.38, 53.53, 1.62011e-14, -12.15
44.33, 37.99, -5.73681e-15, 6.34
44.33, 67.56, 1.66768e-15, -23.23
48.08, 64.88, -1.14919e-14, -16.8
44.72, 95.67, 2.12596e-14, -50.95
42.93, 41.15, -1.48379e-14, 1.78
37.91, 45.57, -1.27556e-14, -7.66
40.25, 58.63, -8.34174e-15, -18.38
44.48, 98.96, 4.99123e-15, -54.48
34.9, 37.19, -1.36665e-14, -2.29
30.32, 69.73, 4.85878e-15, -39.41
31.56, 38.11, 2.01557e-15, -6.55

Day9
25.32, 78.15, -3.23629e-16, -52.83
23.76, 26.89, -2.46936e-17, -3.13
23.64, 25.99, 4.62979e-16, -2.35
24.14, 26.72, -5.6933e-17, -2.58
26.55, 28.95, -1.07327e-16, -2.4
29.26, 31.47, 3.13449e-17, -2.21
37.63, 28.95, 2.10005e-16, 8.68
40.99, 35.08, -8.98377e-18, 5.91
42.56, 40.88, -2.04671e-16, 1.68
46.53, 44.14, -4.19663e-16, 2.39
47.61, 42.64, 4.07258e-17, 4.97
53.33, 60.87, -3.14467e-16, -7.54
51.53, 45.3, 3.50154e-16, 6.23
56.46, 44.74, 1.18966e-16, 11.72
56.09, 68.07, 3.05857e-16, -11.98
53.66, 83.3, -1.48754e-16, -29.64
55.45, 51.61, 4.2751e-17, 3.84
55.49, 38.43, -3.25667e-16, 17.06
49.21, 34.34, 4.23403e-17, 14.87
51.44, 54.6, -9.09515e-17, -3.16
53.8, 43.44, -3.14212e-16, 10.36
42.23, 30.87, -1.65567e-16, 11.36
37.33, 38.05, 2.15388e-16, -0.72
35.89, 30.79, -3.02756e-16, 5.1

Day10
28.07, 22.98, -1.7668e-16, 5.09
27.63, 24.01, -9.28352e-17, 3.62
26.99, 24.32, 2.57573e-16, 2.67
27.46, 25.12, -1.07716e-16, 2.34
27.7, 27.96, -1.99234e-16, -0.26
31.32, 27.72, 1.134e-16, 3.6
35.56, 28.46, 4.7719e-17, 7.1
40.38, 30.26, 3.12949e-17, 10.12
42.72, 40.46, -1.56322e-16, 2.26
48.01, 36.3, -2.04012e-16, 11.71
50.02, 41.38, 6.35546e-17, 8.64
49.77, 42.94, -2.4444e-16, 6.83
53.63, 39.52, 1.44139e-16, 14.11
51.53, 36.73, -6.70089e-17, 14.8
52.34, 36.14, -2.8978e-18, 16.2
52.38, 36.57, -1.0879e-16, 15.81
52.83, 52.44, 2.16535e-16, 0.39
48.74, 37.31, -1.31684e-16, 11.43
41.26, 30.5, -1.34388e-16, 10.76
40.43, 27.47, -8.00874e-17, 12.96
46.4, 28.95, 7.21501e-17, 17.45
35.24, 30.34, -1.30121e-16, 4.9
31.51, 25.32, 3.5973e-17, 6.19
32.89, 27.17, 4.06954e-17, 5.72
INDIANA.HUB
Day Ahead, Real Time, NN Output, Profit/Loss

Day1
26.11, 27.93, -25.7706, -1.82
25.18, 26.11, 12.337, -0.93
24.57, 26.31, 33.0353, 1.74
24.62, 29.63, -10.2649, -5.01
26.17, 30.02, 9.08423, -3.85
29.94, 28.62, 28.0295, 1.32
35.82, 26.15, -36.6587, 9.67
41.21, 30.07, 5.66938, 11.14
44.3, 35.6, 5.45436, 8.7
46.04, 37.05, -14.3618, 8.99
47.15, 41.82, -41.008, 5.33
47.39, 71.07, 4.7968, -23.68
47.17, 37.94, 0.413554, 9.23
47.92, 35.67, -7.73036, 12.25
48.15, 36.67, 40.7308, 11.48
47.53, 35.91, 36.9977, 11.62
44.2, 39.41, 40.8061, 4.79
39.93, 53.91, 45.1433, 13.98
36.74, 62.81, -7.23067, -26.07
44.11, 46.71, -22.5803, -2.6
46.11, 48.11, -36.7314, -2
35.57, 30.17, -11.8023, 5.4
27.33, 27.43, -0.966266, -0.1
26.28, 36.64, 14.9159, -10.36

Day2
26.25, 24.47, -0.0748724, 1.78
25.39, 24.25, 0.0357785, 1.14
24.85, 24.66, 0.0960009, 0.19
25.1, 27.69, -0.0297664, -2.59
26.37, 29.05, 0.026325, -2.68
31.44, 91.19, 0.0812523, -59.75
36.16, 27.46, -0.106161, 8.7
41.87, 30.18, 0.0164223, 11.69
42.09, 32.73, 0.0157266, 9.36
45.42, 39.64, -0.0418494, 5.78
46.77, 38.58, -0.118884, 8.19
46.26, 44.84, 0.0137747, 1.42
47.8, 42.25, 0.0013826, 5.55
47.16, 36.98, -0.0223169, 10.18
47.58, 40.07, 0.118285, 7.51
47.18, 33.9, 0.107201, 13.28
45.64, 31.82, 0.118273, 13.82
42.69, 36.22, 0.13071, 6.47
37.4, 28.93, -0.0208982, 8.47
44.12, 36.23, -0.0655012, 7.89
44.99, 29.95, -0.106715, 15.04
36.68, 26.26, -0.034287, 10.42
29.25, 22.69, -0.00267357, 6.56
26.86, 20.03, 0.0430391, 6.83

Day3
26.8, 10.24, -0.000113414, 16.56
25.82, 17.56, 4.2955e-05, 8.26
25.03, 14.36, 0.000149237, 10.67
25.39, 12.19, -3.52653e-05, 13.2
27.51, 23.7, 2.81213e-05, 3.81
31.67, 26.53, 9.1338e-05, 5.14
34.99, 32.85, -0.000101044, 2.14
37.49, 60.79, 1.63444e-05, -23.3
38.72, 32.56, 2.99371e-06, 6.16
41.73, 32.09, -8.47861e-05, 9.64
41.84, 44.08, -0.000135287, -2.24
43.54, 32.69, -7.13557e-06, 10.85
46.29, 48.53, 3.34658e-05, -2.24
46.27, 33.99, -9.12858e-06, 12.28
45.96, 28.72, 0.000170182, 17.24
46.28, 29.75, 0.000112057, 16.53
43.59, 27.75, 0.000130104, 15.84
40.05, 27.21, 0.000120529, 12.84
35.68, 26.89, -1.2711e-05, 8.79
39.1, 29.84, -8.14974e-05, 9.26
46.19, 29.54, -0.000161213, 16.65
33.45, 26.73, -5.14497e-05, 6.72
27.43, 25.39, 1.9124e-05, 2.04
26.58, 27.02, 1.37982e-05, -0.44

Day4
27.07, 23.07, -1.68487e-06, 4
25.74, 25.3, 2.72279e-07, 0.44
25.47, 18.62, 2.34131e-06, 6.85
26.04, 28.13, -2.04169e-07, -2.09
27.35, 21.54, 3.51875e-08, 5.81
32.87, 31.88, 3.23876e-07, 0.99
37.36, 41.26, 4.44038e-07, -3.9
41.75, 34.36, -3.4858e-08, 7.39
46.3, 21.91, -6.33414e-07, 24.39
46.56, 24.01, -1.95587e-06, 22.55
47.97, 35.48, -5.51938e-07, 12.49
46.8, 26.18, -1.01734e-06, 20.62
48.66, 23.8, 1.51819e-06, 24.86
47.07, 24.15, 6.67515e-07, 22.92
46.35, 23.87, 2.23553e-06, 22.48
45.42, 22.84, 2.67619e-08, 22.58
42.47, 21.38, 3.36335e-07, 21.09
39.31, 20.91, -7.30684e-07, 18.4
36.05, 20.67, 4.27756e-07, 15.38
40.28, 26.34, -6.3394e-07, 13.94
44.41, 25.11, -2.38078e-06, 19.3
38.07, 24.47, -7.48474e-07, 13.6
32.47, 25.67, 1.03833e-06, 6.8
30.7, 22.35, -1.46777e-06, 8.35

Day5
26.43, 21.7, -8.33734e-06, 4.73
25.36, 21.44, 5.54358e-07, 3.92
24.23, 21.8, 1.18549e-05, 2.43
24.2, 22.84, -3.17304e-07, 1.36
24.97, 21.37, -6.55098e-07, 3.6
25.75, 19.97, -6.36387e-07, 5.78
28.16, 22.94, 6.41323e-06, 5.22
36.12, 26.56, -7.74321e-07, 9.56
38.22, 27.55, -4.60363e-06, 10.67
40.01, 25.06, -1.11875e-05, 14.95
38.54, 24.66, 4.28682e-07, 13.88
37.73, 24.48, -7.00941e-06, 13.25
35.39, 24.18, 9.72556e-06, 11.21
32.09, 24.17, 5.04383e-06, 7.92
30.68, 24.06, 1.04278e-05, 6.62
29.81, 25.78, -3.41773e-06, 4.03
30.03, 23.21, -1.79595e-06, 6.82
30.24, 24.84, -9.08032e-06, 5.4
29.6, 23.62, 3.45311e-06, 5.98
35.26, 31.84, -1.88683e-06, 3.42
39.77, 32.41, -1.17502e-05, 7.36
32.44, 26.03, -3.66934e-06, 6.41
27.55, 24.34, 6.77275e-06, 3.21
26.55, 23.79, -1.08886e-05, 2.76

Day6
25.61, 19.05, -2.41772e-06, 6.56
25.14, 20.62, 1.60708e-07, 4.52
24.66, 20.58, 3.43779e-06, 4.08
24.45, 18.82, -9.19719e-08, 5.63
25.02, 22.56, -1.9002e-07, 2.46
25.11, 27.47, -1.84679e-07, -2.36
25.81, 27.21, 1.86001e-06, -1.4
28.28, 31.32, -2.24579e-07, -3.04
30.17, 33.67, -1.33508e-06, -3.5
34.32, 27.32, -3.24432e-06, 7
34.22, 26.16, 1.24503e-07, 8.06
32.8, 27.5, -2.03275e-06, 5.3
30.28, 25.15, 2.82042e-06, 5.13
28.7, 26, 1.46275e-06, 2.7
27.65, 28.82, 3.02389e-06, -1.17
26.96, 25.93, -9.91311e-07, 1.03
28.21, 28.32, -5.21012e-07, -0.11
29.21, 24.89, -2.6335e-06, 4.32
29.76, 25.95, 1.00144e-06, 3.81
36.44, 25.68, -5.47079e-07, 10.76
47.01, 25.43, -3.4074e-06, 21.58
35.72, 25.86, -1.06406e-06, 9.86
27.38, 23.88, 1.96411e-06, 3.5
25.94, 19.38, -3.15778e-06, 6.56

Day7
25.58, 14.52, -3.30495e-08, 11.06
23.95, 15.47, 2.19683e-09, 8.48
23.76, 11.49, 4.69936e-08, 12.27
24.52, 15.03, -1.25723e-09, 9.49
27.06, 24.81, -2.59753e-09, 2.25
34.25, 30.04, -2.52452e-09, 4.21
38.35, 55.28, 2.54258e-08, -16.93
40.21, 30.3, -3.06994e-09, 9.91
38.02, 24.61, -1.82502e-08, 13.41
40.75, 25.31, -4.43489e-08, 15.44
38.51, 24.98, 1.70194e-09, 13.53
38.15, 25.75, -2.77872e-08, 12.4
36.21, 24.54, 3.85543e-08, 11.67
35.53, 26.11, 1.99954e-08, 9.42
35.24, 25.43, 4.13358e-08, 9.81
34.44, 29.06, -1.3551e-08, 5.38
33.56, 27.4, -7.12209e-09, 6.16
33.75, 29.45, -3.59993e-08, 4.3
33.09, 30.21, 1.36894e-08, 2.88
35.94, 40.06, -7.47843e-09, -4.12
36.99, 31, -4.65782e-08, 5.99
29.5, 33.37, -1.45454e-08, -3.87
26.75, 25.17, 2.68488e-08, 1.58
26.95, 24.65, -4.3166e-08, 2.3

Day8
24.16, 18.35, -5.66645e-09, 5.81
23.19, 19.67, 3.76654e-10, 3.52
23.2, 20.82, 8.05721e-09, 2.38
23.7, 20.14, -2.15557e-10, 3.56
25.59, 23.04, -4.45354e-10, 2.55
29.07, 24.03, -4.32837e-10, 5.04
34.32, 24.29, 4.35934e-09, 10.03
37.89, 30.06, -5.2635e-10, 7.83
37.05, 26.21, -3.12906e-09, 10.84
38.23, 28.44, -7.60376e-09, 9.79
38.75, 32.45, 2.91803e-10, 6.3
39.28, 33.54, -4.76421e-09, 5.74
39.68, 52.68, 6.61026e-09, -13
42.39, 39.57, 3.42827e-09, 2.82
42.9, 68.32, 7.08714e-09, -25.42
43.22, 65.02, -2.32336e-09, -21.8
41.96, 96.05, -1.2211e-09, -54.09
40.05, 41.39, -6.17219e-09, -1.34
35.5, 45.59, 2.34708e-09, -10.09
36.94, 58.61, -1.2822e-09, -21.67
42.23, 98.83, -7.98597e-09, -56.6
31.49, 37.21, -2.49385e-09, -5.72
26.4, 69.26, 4.60331e-09, -42.86
25.29, 37.61, -7.40095e-09, -12.32

Day9
24.24, 76.87, -2.14703e-11, -52.63
21.44, 26.45, 1.42716e-12, -5.01
21.2, 25.59, 3.05289e-11, -4.39
22.45, 26.31, -8.16745e-13, -3.86
26.28, 28.54, -1.68745e-12, -2.26
32.24, 31.1, -1.64003e-12, 1.14
40.11, 28.61, 1.65176e-11, 11.5
43.37, 34.35, -1.99436e-12, 9.02
44.01, 40.04, -1.18561e-11, 3.97
47.26, 43.05, -2.88108e-11, 4.21
49.33, 41.78, 1.10565e-12, 7.55
52.81, 59.83, -1.80517e-11, -7.02
52.61, 44.45, 2.50464e-11, 8.16
58.47, 44.1, 1.29898e-11, 14.37
59.18, 67.27, 2.68534e-11, -8.09
56.89, 82.46, -8.80325e-12, -25.57
57.64, 51.19, -4.62681e-12, 6.45
55.71, 38.05, -2.33866e-11, 17.66
50.49, 33.84, 8.89317e-12, 16.65
53.2, 53.83, -4.85828e-12, -0.63
55.99, 42.93, -3.02591e-11, 13.06
43.53, 30.55, -9.44925e-12, 12.98
38.63, 37.35, 1.74421e-11, 1.28
34.7, 30.13, -2.80424e-11, 4.57

Day10
26.08, 22.56, -1.16922e-11, 3.52
25.37, 23.55, 7.77192e-13, 1.82
24.91, 23.88, 1.66253e-11, 1.03
25.1, 24.67, -4.44783e-13, 0.43
26.29, 27.34, -9.18952e-13, -1.05
30.98, 27.19, -8.9312e-13, 3.79
34.38, 27.93, 8.99511e-12, 6.45
40.09, 29.55, -1.08608e-12, 10.54
42.28, 39.51, -6.45653e-12, 2.77
46.9, 35.67, -1.56897e-11, 11.23
49.58, 40.87, 6.02111e-13, 8.71
49.95, 42.65, -9.83052e-12, 7.3
51.87, 39.2, 1.36397e-11, 12.67
52.39, 36.5, 7.07393e-12, 15.89
52.9, 35.95, 1.46237e-11, 16.95
53.22, 36.31, -4.79404e-12, 16.91
53.74, 52.15, -2.51964e-12, 1.59
49.5, 37.11, -1.27358e-11, 12.39
42.08, 30.23, 4.843e-12, 11.85
41.6, 27.14, -2.64571e-12, 14.46
47.3, 28.62, -1.64784e-11, 18.68
35.16, 29.98, -5.14584e-12, 5.18
29.09, 24.92, 9.49853e-12, 4.17
27.01, 26.71, -1.52712e-11, 0.3
